name: WX-Pasl
2020-12-21T12:05:03.790008808Z 10275.896413538
2020-12-21T12:10:04.327352181Z 10273.745294339
2020-12-21T12:15:09.55422529Z  10275.632771789
2020-12-21T12:20:03.967488738Z 10274.557239785
2020-12-21T12:25:09.172056985Z 10273.48170778
2020-12-21T12:30:05.368657529Z 10274.03058846
2020-12-21T12:35:09.571727963Z 10272.955111585
2020-12-21T12:40:03.904500428Z 10272.955111585
2020-12-21T12:45:09.09846954Z  10272.142809169
2020-12-21T12:50:04.296564823Z 10271.067304739
2020-12-21T12:55:04.532861166Z 10271.067304739
2020-12-21T13:00:09.375768467Z 10269.991800309
2020-12-21T13:05:04.61425098Z  10269.991800309
2020-12-21T13:10:09.151069971Z 10268.916295879
2020-12-21T13:15:04.372981815Z 10269.179579762
2020-12-21T13:20:03.74124366Z  10269.179579762
2020-12-21T13:25:08.951402388Z 10269.179579762
2020-12-21T13:30:04.840148427Z 10270.255111766
2020-12-21T13:35:04.244222059Z 10269.179579762
2020-12-21T13:40:09.594376899Z 10271.330643771
2020-12-21T13:45:03.799892931Z 10269.991800309
2020-12-21T13:50:09.062257477Z 10271.067304739
2020-12-21T13:55:04.248410544Z 10271.067304739
2020-12-21T14:00:10.165740687Z 10270.782311844
2020-12-21T14:05:04.37759475Z  10270.782311844
2020-12-21T14:10:08.838698812Z 10270.782311844
2020-12-21T14:15:04.075425379Z 10270.518615541
2020-12-21T14:20:04.611197204Z 10270.518615541
2020-12-21T14:25:08.862285008Z 10270.518615541
2020-12-21T14:30:04.986878015Z 10270.234640375
2020-12-21T14:35:09.18549434Z  10270.234640375
2020-12-21T14:40:04.60884972Z  10271.31028288
2020-12-21T14:45:08.803900861Z 10269.970586037
2020-12-21T14:50:04.080406645Z 10271.046200887
2020-12-21T14:55:09.333113912Z 10271.046200887
2020-12-21T15:00:05.491562559Z 10271.31028288
2020-12-21T15:05:03.69652971Z  10271.31028288
2020-12-21T15:10:09.296994123Z 10271.31028288
2020-12-21T15:15:04.509912212Z 10272.103688682
2020-12-21T15:20:08.915502511Z 10271.027963089
2020-12-21T15:25:04.160825461Z 10272.103688682
2020-12-21T15:30:10.028153026Z 10270.498887855
2020-12-21T15:35:04.319070558Z 10272.650228216
2020-12-21T15:40:08.626703006Z 10271.574558036
2020-12-21T15:45:03.842578819Z 10271.839026565
2020-12-21T15:50:03.993132561Z 10272.914724442
2020-12-21T15:55:09.190360088Z 10272.914724442
2020-12-21T16:00:05.161425136Z 10273.444297927
2020-12-21T16:05:04.60671024Z  10272.368544597
2020-12-21T16:10:09.090125295Z 10272.368544597
2020-12-21T16:15:04.281149087Z 10273.990422319
2020-12-21T16:20:08.663431982Z 10271.839026565
2020-12-21T16:25:03.889667617Z 10273.990422319
2020-12-21T16:30:09.78555944Z  10275.330865461
2020-12-21T16:35:04.030082657Z 10275.330865461
2020-12-21T16:40:09.480535911Z 10275.330865461
2020-12-21T16:45:03.677908695Z 10276.126265268
2020-12-21T16:50:08.86694677Z  10275.050456404
2020-12-21T16:55:04.131699239Z 10276.126265268
2020-12-21T17:00:09.996339449Z 10275.581639469
2020-12-21T17:05:04.208551802Z 10276.657503948
2020-12-21T17:10:08.819117791Z 10276.657503948
2020-12-21T17:15:04.103746928Z 10276.391787251
2020-12-21T17:20:09.625488474Z 10277.467623912
2020-12-21T17:25:04.143534173Z 10277.467623912
2020-12-21T17:30:05.384012862Z 10277.99930789
2020-12-21T17:35:03.782066652Z 10277.99930789
2020-12-21T17:40:09.367314772Z 10277.99930789
2020-12-21T17:45:03.634100014Z 10278.265442515
2020-12-21T17:50:08.86651418Z  10277.189522339
2020-12-21T17:55:04.110953952Z 10277.189522339
2020-12-21T18:00:05.260502063Z 10275.860937784
2020-12-21T18:05:09.474454048Z 10274.785156697
2020-12-21T18:10:03.898440045Z 10274.785156697
2020-12-21T18:15:09.185246713Z 10276.113602163
2020-12-21T18:20:03.665341203Z 10278.265442515
2020-12-21T18:25:03.917112403Z 10278.265442515
2020-12-21T18:30:09.797375836Z 10276.657503948
2020-12-21T18:35:04.151772059Z 10275.581639469
2020-12-21T18:40:09.517502252Z 10275.581639469
2020-12-21T18:45:03.792560978Z 10273.961761811
2020-12-21T18:50:09.081352534Z 10273.961761811
2020-12-21T18:55:04.375307665Z 10272.885841635
2020-12-21T19:00:10.440877068Z 10271.292791267
2020-12-21T19:05:03.942058995Z 10270.217037938
2020-12-21T19:10:09.551749384Z 10271.292791267
2020-12-21T19:15:03.911314984Z 10272.088440606
2020-12-21T19:20:09.463711648Z 10272.088440606
2020-12-21T19:25:03.797068284Z 10273.164277268
2020-12-21T19:30:09.77542368Z  10270.482032351
2020-12-21T19:35:04.062068482Z 10271.557813438
2020-12-21T19:40:04.527087817Z 10270.482032351
2020-12-21T19:45:03.939337891Z 10270.482032351
2020-12-21T19:50:09.244612597Z 10269.406251265
2020-12-21T19:55:04.89799969Z  10270.482032351
2020-12-21T20:00:09.848488511Z 10270.217037938
2020-12-21T20:05:04.240254464Z 10270.217037938
2020-12-21T20:10:08.966284634Z 10269.141284608
2020-12-21T20:15:04.287245047Z 10267.785093962
2020-12-21T20:20:03.734930909Z 10266.709257301
2020-12-21T20:25:09.059105614Z 10265.63342064
2020-12-21T20:30:05.317016194Z 10266.709257301
2020-12-21T20:35:09.535388571Z 10266.709257301
2020-12-21T20:40:03.982981229Z 10265.63342064
2020-12-21T20:45:09.227086784Z 10264.822994678
2020-12-21T20:50:04.464106152Z 10265.898859157
2020-12-21T20:55:08.716658722Z 10264.822994678
2020-12-21T21:00:04.78209974Z  10266.164492399
2020-12-21T21:05:09.059079749Z 10268.316277034
2020-12-21T21:10:04.489201033Z 10268.316277034
2020-12-21T21:15:08.77973422Z  10271.012603945
2020-12-21T21:20:04.310682576Z 10269.936767284
2020-12-21T21:25:09.55695682Z  10269.936767284
2020-12-21T21:30:04.482383719Z 10270.190490474
2020-12-21T21:35:03.854349903Z 10269.114514519
2020-12-21T21:40:04.183324148Z 10272.342442384
2020-12-21T21:45:09.467284415Z 10272.076084186
2020-12-21T21:50:03.694531251Z 10271.000136131
2020-12-21T21:55:08.880650786Z 10268.84824002
2020-12-21T22:00:04.741471541Z 10270.190490474
2020-12-21T22:05:09.384540738Z 10271.266466429
2020-12-21T22:10:03.815299349Z 10269.114514519
2020-12-21T22:15:09.002789554Z 10268.58216093
2020-12-21T22:20:04.396260129Z 10269.658081106
2020-12-21T22:25:03.666054381Z 10269.658081106
2020-12-21T22:30:09.59895603Z  10272.608996266
2020-12-21T22:35:03.790154691Z 10272.608996266
2020-12-21T22:40:09.166328813Z 10271.532992391
2020-12-21T22:45:04.457722544Z 10268.84824002
2020-12-21T22:50:03.653604642Z 10268.84824002
2020-12-21T22:55:08.84100499Z  10269.924188076
2020-12-21T23:00:04.949905574Z 10269.392169351
2020-12-21T23:05:09.278686927Z 10270.468061668
2020-12-21T23:10:03.627996632Z 10270.468061668
2020-12-21T23:15:04.014914959Z 10269.114514519
2020-12-21T23:20:09.431358183Z 10269.114514519
2020-12-21T23:25:03.7650502Z   10268.038538564
2020-12-21T23:30:09.661223733Z 10266.430320578
2020-12-21T23:35:03.85934638Z  10266.430320578
2020-12-21T23:40:09.206324607Z 10266.430320578
2020-12-21T23:45:04.44545463Z  10265.088600081
2020-12-21T23:50:09.612590423Z 10265.088600081
2020-12-21T23:55:03.811937195Z 10265.088600081
2020-12-22T00:00:12.295333972Z 10264.012707764
2020-12-22T00:05:03.885640327Z 10262.936815447
2020-12-22T00:10:04.38084065Z  10264.012707764
2020-12-22T00:15:09.553120746Z 10264.810610699
2020-12-22T00:20:03.980768Z    10264.810610699
2020-12-22T00:25:09.18896165Z  10264.810610699
2020-12-22T00:30:05.299372048Z 10263.747130199
2020-12-22T00:35:04.490306804Z 10263.747130199
2020-12-22T00:40:08.823573301Z 10265.898859157
2020-12-22T00:45:03.995431813Z 10265.620395855
2020-12-22T00:50:09.190007249Z 10264.544447799
2020-12-22T00:55:04.364632999Z 10263.468499744
2020-12-22T01:00:10.229553541Z 10262.405910656
2020-12-22T01:05:04.477965667Z 10262.405910656
2020-12-22T01:10:09.113636521Z 10261.330073995
2020-12-22T01:15:04.327147445Z 10261.860923129
2020-12-22T01:20:08.727161482Z 10261.860923129
2020-12-22T01:25:03.9082545Z   10262.936815447
2020-12-22T01:30:09.768472986Z 10261.595401241
2020-12-22T01:35:04.02125493Z  10261.595401241
2020-12-22T01:40:04.406821762Z 10260.519536762
2020-12-22T01:45:04.729561361Z 10259.974799521
2020-12-22T01:50:08.89523578Z  10259.974799521
2020-12-22T01:55:04.37102819Z  10259.974799521
2020-12-22T02:00:10.349682142Z 10259.430730924
2020-12-22T02:05:03.698618303Z 10260.506706879
2020-12-22T02:10:09.403409917Z 10259.430730924
2020-12-22T02:15:04.63771143Z  10259.178400673
2020-12-22T02:20:09.018871142Z 10258.102564012
2020-12-22T02:25:04.197824937Z 10255.950890689
2020-12-22T02:30:05.054249126Z 10257.291943325
2020-12-22T02:35:09.404147862Z 10257.291943325
2020-12-22T02:40:03.873657771Z 10256.216078846
2020-12-22T02:45:09.080866481Z 10258.088759467
2020-12-22T02:50:04.284794793Z 10257.012811412
2020-12-22T02:55:04.469302108Z 10255.936863357
2020-12-22T03:00:09.360191358Z 10256.747038993
2020-12-22T03:05:03.626855968Z 10256.747038993
2020-12-22T03:10:09.222659933Z 10256.747038993
2020-12-22T03:15:04.421391802Z 10255.950890689
2020-12-22T03:20:08.841666677Z 10257.02672735
2020-12-22T03:25:04.069728578Z 10255.950890689
2020-12-22T03:30:05.121724062Z 10257.02672735
2020-12-22T03:35:09.335215695Z 10258.102564012
2020-12-22T03:40:03.710930369Z 10258.102564012
2020-12-22T03:45:08.883143148Z 10258.91332345
2020-12-22T03:50:04.080422672Z 10257.837514586
2020-12-22T03:55:09.272434308Z 10258.91332345
2020-12-22T04:00:05.117424514Z 10260.77295364
2020-12-22T04:05:04.631247239Z 10260.77295364
2020-12-22T04:10:09.044457594Z 10260.77295364
2020-12-22T04:15:04.263300734Z 10260.77295364
2020-12-22T04:20:03.76728872Z  10260.77295364
2020-12-22T04:25:08.951819209Z 10260.77295364
2020-12-22T04:30:04.885587281Z 10259.709138495
2020-12-22T04:35:09.134923113Z 10258.633246177
2020-12-22T04:40:04.474735656Z 10259.709138495
2020-12-22T04:45:03.758984535Z 10259.164707523
2020-12-22T04:50:08.954553645Z 10260.240655578
2020-12-22T04:55:04.256036306Z 10260.240655578
2020-12-22T05:00:10.245240623Z 10258.620945889
2020-12-22T05:05:04.537991586Z 10259.696949764
2020-12-22T05:10:09.094607618Z 10257.544942014
2020-12-22T05:15:04.291009525Z 10257.822959169
2020-12-22T05:20:09.496097042Z 10257.822959169
2020-12-22T05:25:03.897657446Z 10257.822959169
2020-12-22T05:30:10.020494433Z 10259.709138495
2020-12-22T05:35:04.300892346Z 10258.633246177
2020-12-22T05:40:09.635503394Z 10259.709138495
2020-12-22T05:45:03.846569536Z 10259.709138495
2020-12-22T05:50:04.038037215Z 10259.709138495
2020-12-22T05:55:09.215117165Z 10259.709138495
2020-12-22T06:00:05.223480801Z 10256.747038993
2020-12-22T06:05:09.413588067Z 10257.822959169
2020-12-22T06:10:03.779454507Z 10258.898879345
2020-12-22T06:15:04.037576517Z 10258.633246177
2020-12-22T06:20:09.40181128Z  10259.709138495
2020-12-22T06:25:09.485568299Z 10260.785030812
2020-12-22T06:30:04.606116472Z 10260.785030812
2020-12-22T06:35:08.853540833Z 10261.860923129
2020-12-22T06:40:04.189119832Z 10260.785030812
2020-12-22T06:45:04.383968481Z 10263.20256005
2020-12-22T06:50:09.54676273Z  10263.20256005
2020-12-22T06:55:03.789271827Z 10263.20256005
2020-12-22T07:00:09.648674806Z 10261.860923129
2020-12-22T07:05:03.8523114Z   10260.785030812
2020-12-22T07:10:09.540284034Z 10262.936815447
2020-12-22T07:15:03.767109131Z 10264.012707764
2020-12-22T07:20:09.201382401Z 10264.012707764
2020-12-22T07:25:04.432594151Z 10262.936815447
2020-12-22T07:30:10.563676494Z 10262.405910656
2020-12-22T07:35:03.924895363Z 10262.405910656
2020-12-22T07:40:09.667605948Z 10261.330073995
2020-12-22T07:45:03.894104544Z 10263.481747317
2020-12-22T07:50:09.115369984Z 10262.405910656
2020-12-22T07:55:04.323591488Z 10263.481747317
2020-12-22T08:00:10.302282885Z 10265.898859157
2020-12-22T08:05:03.612018729Z 10265.898859157
2020-12-22T08:10:04.405669244Z 10265.898859157
2020-12-22T08:15:09.605930291Z 10266.709257301
2020-12-22T08:20:03.948869051Z 10265.63342064
2020-12-22T08:25:09.369597572Z 10266.709257301
2020-12-22T08:30:05.492692906Z 10266.164492399
2020-12-22T08:35:03.686453745Z 10267.240384716
2020-12-22T08:40:09.05600746Z  10267.240384716
2020-12-22T08:45:04.254071568Z 10266.709257301
2020-12-22T08:50:04.570808867Z 10265.63342064
2020-12-22T08:55:08.762234689Z 10267.785093962
2020-12-22T09:00:04.975888218Z 10266.178908006
2020-12-22T09:05:09.180154103Z 10267.254689092
2020-12-22T09:10:04.647081111Z 10269.406251265
2020-12-22T09:15:03.861443258Z 10269.406251265
2020-12-22T09:20:04.262982914Z 10269.406251265
2020-12-22T09:25:09.507023424Z 10269.406251265
2020-12-22T09:30:04.397428623Z 10266.196207131
2020-12-22T09:35:08.799443528Z 10266.196207131
2020-12-22T09:40:04.281387576Z 10266.196207131
2020-12-22T09:45:04.495052572Z 10266.196207131
2020-12-22T09:50:03.740771643Z 10262.969196588
2020-12-22T09:55:04.1373307Z   10265.12053695
2020-12-22T10:00:10.000210496Z 10263.780785343
2020-12-22T10:05:04.194319242Z 10262.705142838
2020-12-22T10:10:09.04047114Z  10262.705142838
2020-12-22T10:15:04.431689685Z 10262.969196588
2020-12-22T10:20:08.822799694Z 10264.044866769
2020-12-22T10:27:16.741284743Z 10262.969196588
2020-12-22T10:30:09.636969787Z 10264.309141427
2020-12-22T10:35:03.875327281Z 10262.157745673
2020-12-22T10:40:09.276990103Z 10261.082047796
2020-12-22T10:45:04.498063202Z 10260.290052389
