name: WX-Pasl
time                           value
----                           -----
2020-12-20T14:05:03.744281007Z 10253.652273806
2020-12-20T14:10:09.325543474Z 10253.652273806
2020-12-20T14:15:04.568716322Z 10255.802788126
2020-12-20T14:20:08.961130417Z 10254.727530966
2020-12-20T14:25:04.200779166Z 10254.727530966
2020-12-20T14:30:10.13212469Z  10254.436546241
2020-12-20T14:35:04.364428223Z 10254.436546241
2020-12-20T14:40:08.734304732Z 10254.436546241
2020-12-20T14:45:03.926719158Z 10254.174931782
2020-12-20T14:50:09.142160935Z 10255.25024375
2020-12-20T14:55:04.482053727Z 10255.25024375
2020-12-20T15:00:09.335681262Z 10254.698351292
2020-12-20T15:05:04.583935954Z 10255.77371815
2020-12-20T15:10:09.091029047Z 10254.698351292
2020-12-20T15:15:04.300077094Z 10256.297955829
2020-12-20T15:20:08.697193296Z 10256.297955829
2020-12-20T15:25:03.961307597Z 10256.297955829
2020-12-20T15:30:05.064279966Z 10257.085747151
2020-12-20T15:35:09.258764122Z 10258.161251581
2020-12-20T15:40:04.621044591Z 10257.085747151
2020-12-20T15:45:08.835568809Z 10256.010242722
2020-12-20T15:50:04.059164482Z 10257.085747151
2020-12-20T15:55:09.286366078Z 10257.085747151
2020-12-20T16:00:05.27576613Z  10256.822958458
2020-12-20T16:05:09.530803245Z 10256.822958458
2020-12-20T16:10:03.92071218Z  10256.822958458
2020-12-20T16:15:09.147373163Z 10257.875265269
2020-12-20T16:20:03.651600629Z 10258.950852484
2020-12-20T16:25:08.878376298Z 10260.026439699
2020-12-20T16:30:04.993978344Z 10260.838579146
2020-12-20T16:35:09.24788021Z  10260.838579146
2020-12-20T16:40:04.56472628Z  10260.838579146
2020-12-20T16:45:03.784130842Z 10261.102026913
2020-12-20T16:50:03.985697626Z 10262.177614128
2020-12-20T16:55:09.239123813Z 10262.177614128
2020-12-20T17:00:05.12934625Z  10261.387764871
2020-12-20T17:05:04.421649666Z 10261.387764871
2020-12-20T17:10:03.979012895Z 10262.463269301
2020-12-20T17:15:09.197635284Z 10261.102026913
2020-12-20T17:20:04.654906599Z 10261.102026913
2020-12-20T17:25:08.928775971Z 10261.102026913
2020-12-20T17:30:04.96919478Z  10261.102026913
2020-12-20T17:35:09.527133682Z 10261.102026913
2020-12-20T17:40:03.92754203Z  10258.950852484
2020-12-20T17:45:09.235708955Z 10260.290052389
2020-12-20T17:50:04.544462934Z 10260.290052389
2020-12-20T17:55:08.850163088Z 10260.290052389
2020-12-20T18:00:04.806973701Z 10261.365667238
2020-12-20T18:05:09.298895395Z 10261.365667238
2020-12-20T18:10:03.980723251Z 10260.290052389
2020-12-20T18:15:09.138594355Z 10263.23344355
2020-12-20T18:20:04.539582225Z 10263.23344355
2020-12-20T18:25:08.752498846Z 10263.23344355
2020-12-20T18:30:04.669530167Z 10263.780785343
2020-12-20T18:35:08.968868131Z 10262.705142838
2020-12-20T18:40:04.385523294Z 10263.780785343
2020-12-20T18:45:09.666052977Z 10264.57360953
2020-12-20T18:50:03.954019462Z 10265.649335123
2020-12-20T18:55:09.264601036Z 10265.649335123
2020-12-20T19:00:05.533060458Z 10264.592511788
2020-12-20T19:05:03.844328045Z 10264.592511788
2020-12-20T19:10:09.443663959Z 10265.668126638
2020-12-20T19:15:03.737793923Z 10264.592511788
2020-12-20T19:20:09.606285528Z 10263.516896938
2020-12-20T19:25:03.905614142Z 10264.592511788
2020-12-20T19:30:09.895672694Z 10265.668126638
2020-12-20T19:35:04.292007564Z 10266.743741487
2020-12-20T19:40:08.71938754Z  10265.668126638
2020-12-20T19:45:04.045080068Z 10268.083355364
2020-12-20T19:50:09.270073232Z 10267.007712859
2020-12-20T19:55:04.515887003Z 10268.083355364
2020-12-20T20:00:09.442488669Z 10269.687630812
2020-12-20T20:05:03.714570624Z 10269.687630812
2020-12-20T20:10:09.354245767Z 10267.536235058
2020-12-20T20:15:04.587853343Z 10268.876511902
2020-12-20T20:20:09.119255246Z 10268.876511902
2020-12-20T20:25:04.438056386Z 10269.952237495
2020-12-20T20:30:09.362006966Z 10269.687630812
2020-12-20T20:35:03.680984531Z 10269.687630812
2020-12-20T20:40:09.192733257Z 10269.687630812
2020-12-20T20:45:04.552729541Z 10269.952237495
2020-12-20T20:50:08.802342905Z 10271.027963089
2020-12-20T20:55:04.013132345Z 10269.952237495
2020-12-20T21:00:04.931276762Z 10269.952237495
2020-12-20T21:05:09.253871699Z 10269.952237495
2020-12-20T21:10:04.642180866Z 10269.952237495
2020-12-20T21:15:03.868682477Z 10269.141284608
2020-12-20T21:20:09.288300357Z 10270.217037938
2020-12-20T21:25:04.544984488Z 10270.217037938
2020-12-20T21:30:04.606263572Z 10270.482032351
2020-12-20T21:35:08.825124254Z 10269.406251265
2020-12-20T21:40:04.201402407Z 10270.482032351
2020-12-20T21:45:09.482052735Z 10270.482032351
2020-12-20T21:50:03.724310484Z 10269.406251265
2020-12-20T21:55:08.934102128Z 10271.557813438
2020-12-20T22:00:04.785561973Z 10272.103688682
2020-12-20T22:05:04.221048654Z 10272.103688682
2020-12-20T22:10:08.866249939Z 10271.027963089
2020-12-20T22:15:04.063223479Z 10270.482032351
2020-12-20T22:20:04.455410293Z 10271.557813438
2020-12-20T22:25:08.675486526Z 10271.557813438
2020-12-20T22:30:04.793332531Z 10272.368544597
2020-12-20T22:35:09.048963627Z 10272.368544597
2020-12-20T22:40:04.373826184Z 10271.292791267
2020-12-20T22:45:04.561694459Z 10270.747220949
2020-12-20T22:50:08.771275625Z 10272.898838677
2020-12-20T22:55:04.055623552Z 10271.823029813
2020-12-20T23:00:09.913156417Z 10271.823029813
2020-12-20T23:05:04.175945025Z 10272.898838677
2020-12-20T23:10:08.759548161Z 10272.898838677
2020-12-20T23:15:03.996543101Z 10272.633594524
2020-12-20T23:20:04.381565553Z 10272.633594524
2020-12-20T23:25:04.568245994Z 10272.633594524
2020-12-20T23:30:04.509326387Z 10271.839026565
2020-12-20T23:35:03.716090735Z 10271.839026565
2020-12-20T23:40:04.044090591Z 10271.839026565
2020-12-20T23:45:09.245557308Z 10269.423217674
2020-12-20T23:50:04.426856807Z 10269.423217674
2020-12-20T23:55:09.615250689Z 10268.347547493
2020-12-21T00:00:12.301551344Z 10269.952237495
2020-12-21T00:05:04.588027648Z 10269.952237495
2020-12-21T00:10:04.129265981Z 10269.952237495
2020-12-21T00:15:09.309172935Z 10269.141284608
2020-12-21T00:20:03.691551771Z 10269.141284608
2020-12-21T00:25:08.890459577Z 10270.217037938
2020-12-21T00:30:04.727144166Z 10271.557813438
2020-12-21T00:35:09.04368928Z  10271.557813438
2020-12-21T00:40:04.406925448Z 10270.482032351
2020-12-21T00:45:04.615987415Z 10270.747220949
2020-12-21T00:50:03.808555264Z 10271.823029813
2020-12-21T00:55:09.065449772Z 10271.823029813
2020-12-21T01:00:05.13906925Z  10270.747220949
2020-12-21T01:05:04.343983037Z 10271.823029813
2020-12-21T01:10:03.92161322Z  10271.823029813
2020-12-21T01:15:09.094537456Z 10273.179414275
2020-12-21T01:20:04.501631067Z 10273.179414275
2020-12-21T01:25:08.670946431Z 10272.103688682
2020-12-21T01:30:04.744176478Z 10272.368544597
2020-12-21T01:35:09.042985885Z 10272.368544597
2020-12-21T01:40:04.397440136Z 10272.368544597
2020-12-21T01:45:04.616299655Z 10271.027963089
2020-12-21T01:50:08.796280532Z 10272.103688682
2020-12-21T01:55:04.016348596Z 10272.103688682
2020-12-21T02:00:05.099576004Z 10271.292791267
2020-12-21T02:05:09.276355517Z 10271.292791267
2020-12-21T02:10:03.635007442Z 10271.292791267
2020-12-21T02:15:08.847272682Z 10270.747220949
2020-12-21T02:20:04.240513927Z 10270.747220949
2020-12-21T02:25:09.415319654Z 10270.747220949
2020-12-21T02:30:04.304183848Z 10269.406251265
2020-12-21T02:35:08.686447542Z 10269.406251265
2020-12-21T02:40:04.041337976Z 10269.406251265
2020-12-21T02:45:09.186352324Z 10270.747220949
2020-12-21T02:50:04.416530844Z 10269.671412086
2020-12-21T02:55:08.633720228Z 10271.823029813
2020-12-21T03:00:04.716840192Z 10270.482032351
2020-12-21T03:05:04.146356223Z 10271.557813438
2020-12-21T03:10:08.637806856Z 10269.406251265
2020-12-21T03:15:03.853916567Z 10269.671412086
2020-12-21T03:20:04.309592797Z 10270.747220949
2020-12-21T03:25:09.509553504Z 10271.823029813
2020-12-21T03:30:04.394605904Z 10271.292791267
2020-12-21T03:35:09.635042634Z 10271.292791267
2020-12-21T03:40:04.018844253Z 10270.217037938
2020-12-21T03:45:04.213801496Z 10270.747220949
2020-12-21T03:50:04.436967657Z 10270.747220949
2020-12-21T03:55:04.560436005Z 10271.823029813
2020-12-21T04:00:09.408544032Z 10272.619846303
2020-12-21T04:05:03.661457157Z 10272.619846303
2020-12-21T04:10:09.297091991Z 10272.619846303
2020-12-21T04:15:04.550045694Z 10271.809921459
2020-12-21T04:20:08.964656333Z 10272.885841635
2020-12-21T04:25:04.191854958Z 10271.809921459
2020-12-21T04:30:10.018307438Z 10273.152032242
2020-12-21T04:35:04.270858355Z 10273.152032242
2020-12-21T04:40:08.627746691Z 10273.152032242
2020-12-21T04:45:03.814967807Z 10275.037681987
2020-12-21T04:50:09.061203903Z 10273.961761811
2020-12-21T04:55:04.254064956Z 10273.961761811
2020-12-21T05:00:10.125330164Z 10273.164277268
2020-12-21T05:05:04.376996772Z 10274.240113929
2020-12-21T05:10:08.95088565Z  10273.164277268
2020-12-21T05:15:04.163598492Z 10271.012603945
2020-12-21T05:20:09.559123322Z 10272.088440606
2020-12-21T05:25:03.757183612Z 10271.012603945
2020-12-21T05:30:09.628145204Z 10274.494394294
2020-12-21T05:35:03.803599556Z 10275.570370249
2020-12-21T05:40:09.149976345Z 10275.570370249
2020-12-21T05:45:04.366894525Z 10275.837007892
2020-12-21T05:50:09.567813076Z 10275.837007892
2020-12-21T05:55:03.778253676Z 10275.837007892
2020-12-21T06:00:09.641346291Z 10275.037681987
2020-12-21T06:05:03.894061861Z 10276.113602163
2020-12-21T06:10:09.667043598Z 10276.113602163
2020-12-21T06:15:04.07555854Z  10276.923415573
2020-12-21T06:20:04.459712971Z 10276.923415573
2020-12-21T06:25:09.53277312Z  10276.923415573
2020-12-21T06:30:04.387741641Z 10276.126265268
2020-12-21T06:35:03.868218927Z 10278.277882995
2020-12-21T06:40:10.08692995Z  10276.126265268
2020-12-21T06:45:04.444276349Z 10275.860937784
2020-12-21T06:50:09.636873998Z 10275.860937784
2020-12-21T06:55:03.850898605Z 10276.93671887
2020-12-21T07:00:04.714251507Z 10278.543460573
2020-12-21T07:05:04.116351305Z 10278.543460573
2020-12-21T07:10:03.709729353Z 10279.619297234
2020-12-21T07:15:08.928354637Z 10279.607720574
2020-12-21T07:20:04.364991906Z 10280.683668629
2020-12-21T07:25:09.466340903Z 10280.683668629
2020-12-21T07:30:04.610613726Z 10280.683668629
2020-12-21T07:35:08.817511743Z 10281.759616684
2020-12-21T07:40:04.17099977Z  10280.683668629
2020-12-21T07:45:04.363603852Z 10281.493203044
2020-12-21T07:50:09.574161868Z 10281.493203044
2020-12-21T07:55:03.815488582Z 10280.417282868
2020-12-21T08:00:04.697005415Z 10280.960961864
2020-12-21T08:05:09.149219451Z 10280.960961864
2020-12-21T08:10:04.547877217Z 10279.885097385
2020-12-21T08:15:03.750661426Z 10280.429500722
2020-12-21T08:20:09.177854228Z 10279.353691858
2020-12-21T08:25:04.405802611Z 10279.353691858
2020-12-21T08:30:10.282514625Z 10280.695133896
2020-12-21T08:35:04.548109976Z 10280.695133896
2020-12-21T08:40:08.871349241Z 10279.619297234
2020-12-21T08:45:04.035488454Z 10280.695133896
2020-12-21T08:50:09.234998362Z 10281.770970557
2020-12-21T08:55:04.450660168Z 10280.695133896
2020-12-21T09:00:09.320150852Z 10279.633767834
2020-12-21T09:05:04.522908333Z 10280.709493427
2020-12-21T09:10:04.009443351Z 10281.78521902
2020-12-21T09:15:09.175447015Z 10280.16406213
2020-12-21T09:20:04.587489354Z 10280.16406213
2020-12-21T09:25:03.830038636Z 10281.239843216
2020-12-21T09:30:04.940719289Z 10280.709493427
2020-12-21T09:35:09.204675352Z 10280.709493427
2020-12-21T09:40:04.630716843Z 10281.78521902
2020-12-21T09:45:08.854754355Z 10281.239843216
2020-12-21T09:50:04.044717238Z 10282.315624302
2020-12-21T09:55:09.298664448Z 10282.315624302
2020-12-21T10:00:05.472394293Z 10282.860944613
2020-12-21T10:05:03.655999664Z 10283.936670206
2020-12-21T10:10:09.085878793Z 10282.860944613
2020-12-21T10:15:04.2865247Z   10283.126077893
2020-12-21T10:20:03.651265131Z 10283.126077893
2020-12-21T10:25:08.855755649Z 10283.126077893
2020-12-21T10:30:04.759660309Z 10283.406930026
2020-12-21T10:35:04.043045371Z 10283.406930026
2020-12-21T10:40:09.381344942Z 10282.331259845
2020-12-21T10:45:04.788935627Z 10282.596005334
2020-12-21T10:50:09.002062033Z 10281.520307458
2020-12-21T10:55:04.15759715Z  10281.520307458
2020-12-21T11:00:10.089881531Z 10280.444609581
2020-12-21T11:05:04.368253944Z 10280.444609581
2020-12-21T11:10:08.842914005Z 10281.520307458
2020-12-21T11:15:04.055735017Z 10281.520307458
2020-12-21T11:20:09.408602384Z 10282.596005334
2020-12-21T11:25:03.662669481Z 10281.520307458
2020-12-21T11:30:09.538176921Z 10278.575504835
2020-12-21T11:35:03.754693021Z 10278.575504835
2020-12-21T11:40:09.11950927Z  10278.575504835
2020-12-21T11:45:04.330568526Z 10276.971973138
2020-12-21T11:50:09.498821846Z 10275.896413538
2020-12-21T11:55:03.691508091Z 10276.971973138
2020-12-21T12:00:09.559686914Z 10275.896413538
